sku_id,nome_produto,categoria,subcategoria,fornecedor_id,lead_time_reposicao,custo_unitario,preco_venda_sugerido,estoque_fisico,estoque_reservado,estoque_disponivel,ponto_pedido,data_ultima_entrada,status_disponibilidade,shelf_life_dias,volume_m3
SKU-03941,Calça Jeans Básico Nude,Moda,Calça Jeans,FORN-094,53,365.7,778.49,772,46,726,14,2024-06-11,Em Estoque,448,0.0822
SKU-03942,Sombra Sport Prata,Beleza,Sombra,FORN-042,56,140.54,259.52,421,118,303,82,2024-01-12,Em Estoque,581,0.0278
SKU-03943,Regata Exclusivo Rosa,Moda,Regata,FORN-075,51,385.12,973.56,746,162,584,114,2024-09-19,Em Estoque,448,0.0499
SKU-03944,Esfoliante Oversize Bege,Beleza,Esfoliante,FORN-068,10,128.34,269.34,100,1,99,90,2023-11-07,Em Estoque,615,0.0525
SKU-03945,Calça Jeans Edição Limitada Azul,Moda,Calça Jeans,FORN-084,12,26.79,70.21,508,35,473,17,2023-11-27,Em Estoque,448,0.1754
SKU-03946,Camisa Social Slim Preto,Moda,Camisa Social,FORN-057,14,253.23,497.06,453,131,322,31,2023-05-17,Em Estoque,448,0.051
SKU-03947,Camisa Social Premium Verde,Moda,Camisa Social,FORN-034,50,355.17,736.43,775,72,703,21,2024-02-25,Em Estoque,448,0.4839
SKU-03948,Top Exclusivo Prata,Moda,Top,FORN-060,12,329.63,927.92,79,12,67,51,2023-10-04,Em Estoque,448,0.1006
SKU-03949,Kit Skincare Premium Branco,Beleza,Kit Skincare,FORN-051,13,218.93,586.49,157,44,113,132,2024-12-08,Estoque Crítico,415,0.0067
SKU-03950,Kit Skincare Slim Dourado,Beleza,Kit Skincare,FORN-100,48,135.81,413.68,335,73,262,57,2025-05-05,Em Estoque,569,0.2457
SKU-03951,Almofada Básico Vermelho,Lifestyle,Almofada,FORN-044,8,315.87,646.86,208,47,161,106,2024-09-11,Em Estoque,448,0.1038
SKU-03952,Batom Slim Azul,Beleza,Batom,FORN-051,6,268.16,731.93,48,6,42,142,2024-10-26,Estoque Crítico,560,0.4953
SKU-03953,Calça Jeans Sustentável Branco,Moda,Calça Jeans,FORN-056,13,207.69,495.36,167,40,127,73,2024-12-24,Em Estoque,448,0.163
SKU-03954,Calça Jeans Premium Bege,Moda,Calça Jeans,FORN-085,51,283.58,809.88,585,17,568,79,2023-01-03,Em Estoque,448,0.0655
SKU-03955,Relógio de Parede Sustentável Rosa,Lifestyle,Relógio de Parede,FORN-060,9,286.1,500.44,160,43,117,131,2025-07-04,Estoque Crítico,448,0.497
SKU-03956,Colar Clássico Azul,Acessórios,Colar,FORN-100,46,90.72,154.98,131,20,111,147,2023-05-28,Estoque Crítico,448,0.3901
SKU-03957,Planta Artificial Premium Dourado,Lifestyle,Planta Artificial,FORN-006,50,195.31,513.67,185,28,157,78,2025-04-14,Em Estoque,448,0.0826
SKU-03958,Top Slim Dourado,Moda,Top,FORN-008,50,166.74,501.0,644,169,475,84,2024-07-14,Em Estoque,448,0.0667
SKU-03959,Pochete Delicado Bege,Acessórios,Pochete,FORN-074,59,76.67,218.81,396,30,366,39,2025-09-21,Em Estoque,448,0.0137
SKU-03960,Meias Moderno Azul,Acessórios,Meias,FORN-039,9,153.15,387.69,484,92,392,21,2025-03-19,Em Estoque,448,0.0112
SKU-03961,Regata Sport Verde,Moda,Regata,FORN-050,46,383.42,955.25,557,115,442,142,2023-07-23,Em Estoque,448,0.1899
SKU-03962,Meias Slim Nude,Acessórios,Meias,FORN-038,6,280.17,752.43,150,29,121,24,2024-05-15,Em Estoque,448,0.1738
SKU-03963,Cinto Artesanal Bege,Acessórios,Cinto,FORN-052,45,337.87,773.74,458,33,425,73,2025-09-05,Descontinuado,448,0.3418
SKU-03964,Top Clássico Nude,Moda,Top,FORN-061,45,180.07,426.9,674,108,566,90,2025-06-07,Descontinuado,448,0.0746
SKU-03965,Vestido Básico Bege,Moda,Vestido,FORN-066,13,59.33,154.11,209,20,189,147,2023-03-23,Em Estoque,448,0.1146
SKU-03966,Protetor Solar Slim Rosa,Beleza,Protetor Solar,FORN-018,53,47.13,133.42,200,54,146,24,2025-04-18,Em Estoque,263,0.1279
SKU-03967,Esfoliante Artesanal Rosa,Beleza,Esfoliante,FORN-070,50,396.5,738.49,351,24,327,42,2023-09-24,Em Estoque,584,0.0606
SKU-03968,Blush Básico Preto,Beleza,Blush,FORN-066,6,311.11,696.9,75,3,72,71,2025-04-15,Em Estoque,505,0.3581
SKU-03969,Porta-Retrato Básico Rosa,Lifestyle,Porta-Retrato,FORN-045,15,155.73,324.4,228,16,212,49,2024-01-23,Em Estoque,448,0.1328
SKU-03970,Kit Skincare Urban Nude,Beleza,Kit Skincare,FORN-064,9,313.46,584.44,89,21,68,97,2025-11-28,Estoque Crítico,643,0.1011
SKU-03971,Shorts Exclusivo Verde,Moda,Shorts,FORN-083,5,219.37,625.92,448,56,392,47,2025-01-25,Em Estoque,448,0.4976
SKU-03972,Top Premium Prata,Moda,Top,FORN-032,5,262.84,611.73,249,48,201,133,2024-09-12,Em Estoque,448,0.2214
SKU-03973,Base Líquida Sport Verde,Beleza,Base Líquida,FORN-060,8,105.99,225.95,113,32,81,64,2024-10-02,Em Estoque,726,0.362
SKU-03974,Chapéu Slim Preto,Acessórios,Chapéu,FORN-042,58,245.77,507.05,425,117,308,107,2023-10-06,Em Estoque,448,0.3694
SKU-03975,Máscara de Cílios Sport Preto,Beleza,Máscara de Cílios,FORN-060,14,260.15,480.65,276,4,272,100,2023-03-09,Em Estoque,645,0.1645
SKU-03976,Saia Sport Azul,Moda,Saia,FORN-058,49,40.66,96.02,744,5,739,26,2023-08-11,Em Estoque,448,0.1671
SKU-03977,Blush Luxo Rosa,Beleza,Blush,FORN-062,8,159.98,267.01,214,58,156,87,2024-05-23,Em Estoque,700,0.2823
SKU-03978,Legging Sustentável Branco,Moda,Legging,FORN-090,11,205.52,490.51,756,13,743,70,2023-03-10,Em Estoque,448,0.2882
SKU-03979,Top Urban Preto,Moda,Top,FORN-002,13,101.47,211.49,546,30,516,91,2025-06-26,Em Estoque,448,0.4963
SKU-03980,Top Moderno Preto,Moda,Top,FORN-100,52,213.63,634.41,778,68,710,62,2023-04-15,Em Estoque,448,0.0556
SKU-03981,Chapéu Oversize Preto,Acessórios,Chapéu,FORN-100,53,229.32,555.82,439,27,412,148,2024-12-12,Em Estoque,448,0.4945
SKU-03982,Máscara de Cílios Sport Bege,Beleza,Máscara de Cílios,FORN-083,14,70.61,207.15,268,4,264,46,2025-04-26,Em Estoque,585,0.1061
SKU-03983,Esfoliante Premium Vermelho,Beleza,Esfoliante,FORN-023,5,125.04,285.87,235,53,182,60,2023-04-18,Em Estoque,576,0.2898
SKU-03984,Colar Exclusivo Vermelho,Acessórios,Colar,FORN-062,5,197.72,436.51,313,68,245,114,2024-05-27,Em Estoque,448,0.0331
SKU-03985,Base Líquida Premium Branco,Beleza,Base Líquida,FORN-044,9,274.18,631.86,497,44,453,92,2024-08-08,Descontinuado,284,0.496
SKU-03986,Planta Artificial Sustentável Bege,Lifestyle,Planta Artificial,FORN-044,13,134.54,399.16,8,0,8,51,2025-12-16,Estoque Crítico,448,0.4638
SKU-03987,Óculos de Sol Sustentável Verde,Acessórios,Óculos de Sol,FORN-021,48,281.15,828.87,86,15,71,47,2023-02-28,Em Estoque,448,0.1339
SKU-03988,Legging Edição Limitada Vermelho,Moda,Legging,FORN-030,13,80.3,187.84,775,149,626,122,2023-08-15,Em Estoque,448,0.3271
SKU-03989,Creme Hidratante Edição Limitada Preto,Beleza,Creme Hidratante,FORN-046,51,286.93,597.37,201,58,143,94,2025-08-10,Em Estoque,570,0.3964
SKU-03990,Legging Urban Prata,Moda,Legging,FORN-056,15,246.28,587.03,437,102,335,50,2025-03-19,Em Estoque,448,0.2493
SKU-03991,Luminária Delicado Preto,Lifestyle,Luminária,FORN-042,52,307.33,785.31,468,139,329,26,2023-01-01,Descontinuado,448,0.425
SKU-03992,Protetor Solar Básico Prata,Beleza,Protetor Solar,FORN-021,58,97.28,255.16,0,0,0,148,2024-11-24,Ruptura,367,0.0938
SKU-03993,Regata Básico Nude,Moda,Regata,FORN-026,52,257.49,473.82,486,66,420,84,2024-05-22,Em Estoque,448,0.3635
SKU-03994,Shorts Sustentável Bege,Moda,Shorts,FORN-057,13,367.19,1004.05,178,51,127,122,2025-12-22,Em Estoque,448,0.408
SKU-03995,Sérum Facial Edição Limitada Vermelho,Beleza,Sérum Facial,FORN-072,11,190.76,540.45,381,33,348,42,2023-11-25,Em Estoque,403,0.2367
SKU-03996,Perfume Luxo Bege,Beleza,Perfume,FORN-025,12,162.82,474.7,67,10,57,62,2023-09-16,Estoque Crítico,710,0.4299
SKU-03997,Sérum Facial Artesanal Branco,Beleza,Sérum Facial,FORN-023,13,393.45,740.43,42,2,40,113,2023-06-26,Estoque Crítico,294,0.1833
SKU-03998,Sérum Facial Clássico Vermelho,Beleza,Sérum Facial,FORN-022,50,289.57,813.55,0,0,0,61,2023-06-14,Ruptura,699,0.4328
SKU-03999,Saia Urban Bege,Moda,Saia,FORN-070,50,355.67,853.63,28,1,27,52,2024-12-05,Estoque Crítico,448,0.0301
SKU-04000,Vestido Premium Nude,Moda,Vestido,FORN-009,13,79.53,224.2,893,203,690,117,2024-11-15,Em Estoque,448,0.014
SKU-04001,Pochete Clássico Nude,Acessórios,Pochete,FORN-096,9,39.08,100.63,448,121,327,99,2023-04-16,Em Estoque,448,0.4454
SKU-04002,Condicionador Slim Prata,Beleza,Condicionador,FORN-015,54,299.98,528.79,304,48,256,136,2025-10-28,Em Estoque,477,0.4068
SKU-04003,Vestido Premium Prata,Moda,Vestido,FORN-093,9,396.92,1110.94,925,172,753,33,2025-05-02,Em Estoque,448,0.2022
SKU-04004,Top Oversize Nude,Moda,Top,FORN-028,9,40.71,122.4,48,5,43,54,2025-08-23,Estoque Crítico,448,0.4072
SKU-04005,Blush Clássico Bege,Beleza,Blush,FORN-044,12,318.45,845.04,164,3,161,42,2023-06-20,Em Estoque,300,0.3314
SKU-04006,Óculos de Sol Sustentável Bege,Acessórios,Óculos de Sol,FORN-048,9,354.5,951.45,291,46,245,90,2025-01-08,Em Estoque,448,0.227
SKU-04007,Vestido Oversize Rosa,Moda,Vestido,FORN-055,60,387.37,711.84,633,170,463,134,2025-04-19,Descontinuado,448,0.2225
SKU-04008,Mochila Moderno Prata,Acessórios,Mochila,FORN-001,11,181.96,408.85,247,38,209,13,2025-12-19,Em Estoque,448,0.4797
SKU-04009,Blush Sport Bege,Beleza,Blush,FORN-022,48,209.82,427.77,7,0,7,112,2023-05-21,Estoque Crítico,544,0.1525
SKU-04010,Legging Clássico Nude,Moda,Legging,FORN-011,14,157.59,336.08,681,191,490,143,2024-09-10,Em Estoque,448,0.32
SKU-04011,Condicionador Clássico Prata,Beleza,Condicionador,FORN-029,55,290.99,481.39,68,4,64,69,2024-02-03,Estoque Crítico,487,0.4392
SKU-04012,Cinto Edição Limitada Azul,Acessórios,Cinto,FORN-054,52,371.73,1032.08,179,34,145,74,2024-01-16,Descontinuado,448,0.4729
SKU-04013,Garrafa Térmica Oversize Branco,Lifestyle,Garrafa Térmica,FORN-063,10,250.37,432.79,82,13,69,26,2023-09-22,Em Estoque,448,0.164
SKU-04014,Top Básico Rosa,Moda,Top,FORN-058,57,59.52,112.33,948,249,699,102,2024-09-27,Em Estoque,448,0.444
SKU-04015,Esfoliante Sustentável Prata,Beleza,Esfoliante,FORN-066,6,181.82,412.88,325,5,320,113,2024-02-04,Em Estoque,699,0.2773
SKU-04016,Shorts Sport Dourado,Moda,Shorts,FORN-025,7,51.73,135.78,521,75,446,91,2024-05-16,Em Estoque,448,0.2316
SKU-04017,Perfume Delicado Verde,Beleza,Perfume,FORN-095,10,229.8,554.28,97,9,88,148,2024-07-10,Estoque Crítico,417,0.4645
SKU-04018,Meias Oversize Rosa,Acessórios,Meias,FORN-011,6,295.89,625.75,186,9,177,131,2024-01-03,Em Estoque,448,0.1728
SKU-04019,Mochila Clássico Vermelho,Acessórios,Mochila,FORN-052,47,225.14,656.41,64,14,50,48,2023-01-18,Em Estoque,448,0.1996
SKU-04020,Luminária Sport Rosa,Lifestyle,Luminária,FORN-092,58,34.85,110.15,205,40,165,89,2025-04-28,Em Estoque,448,0.2429
SKU-04021,Regata Moderno Prata,Moda,Regata,FORN-067,51,295.76,579.63,995,127,868,49,2024-05-17,Em Estoque,448,0.2894
SKU-04022,Top Clássico Preto,Moda,Top,FORN-051,11,185.21,357.87,511,22,489,18,2025-01-01,Em Estoque,448,0.2689
SKU-04023,Camiseta Premium Azul,Moda,Camiseta,FORN-022,58,171.69,507.95,477,130,347,140,2024-05-10,Em Estoque,448,0.4595
SKU-04024,Base Líquida Edição Limitada Bege,Beleza,Base Líquida,FORN-064,12,315.7,679.73,75,19,56,85,2023-06-02,Estoque Crítico,267,0.0779
SKU-04025,Espelho de Mesa Básico Verde,Lifestyle,Espelho de Mesa,FORN-026,56,97.05,206.16,299,20,279,133,2023-10-15,Em Estoque,448,0.3729
SKU-04026,Mochila Clássico Rosa,Acessórios,Mochila,FORN-018,51,100.79,165.28,419,85,334,22,2024-11-02,Em Estoque,448,0.231
SKU-04027,Colar Slim Vermelho,Acessórios,Colar,FORN-003,13,104.0,331.24,466,96,370,77,2025-02-16,Em Estoque,448,0.0058
SKU-04028,Protetor Solar Básico Bege,Beleza,Protetor Solar,FORN-027,8,63.81,134.65,349,28,321,79,2025-08-13,Em Estoque,681,0.1441
SKU-04029,Condicionador Urban Azul,Beleza,Condicionador,FORN-058,56,59.74,105.76,143,35,108,114,2025-07-17,Estoque Crítico,371,0.4595
SKU-04030,Legging Sustentável Azul,Moda,Legging,FORN-083,7,189.2,421.73,163,18,145,115,2023-06-12,Em Estoque,448,0.3281
SKU-04031,Carteira Clássico Branco,Acessórios,Carteira,FORN-085,47,119.77,321.32,366,75,291,99,2023-06-07,Em Estoque,448,0.1691
SKU-04032,Sérum Facial Básico Nude,Beleza,Sérum Facial,FORN-050,56,123.2,341.09,29,5,24,84,2024-06-22,Estoque Crítico,282,0.1306
SKU-04033,Calça Jeans Premium Bege,Moda,Calça Jeans,FORN-005,51,211.67,564.3,1,0,1,73,2025-11-14,Estoque Crítico,448,0.0121
SKU-04034,Vestido Básico Bege,Moda,Vestido,FORN-013,5,32.88,74.03,496,90,406,46,2023-01-02,Em Estoque,448,0.2761
SKU-04035,Vestido Oversize Verde,Moda,Vestido,FORN-091,58,377.58,916.59,1032,28,1004,92,2024-05-26,Em Estoque,448,0.0452
SKU-04036,Moletom Sustentável Azul,Moda,Moletom,FORN-077,49,255.62,694.47,660,146,514,18,2024-01-27,Em Estoque,448,0.3401
SKU-04037,Máscara de Cílios Sport Azul,Beleza,Máscara de Cílios,FORN-043,13,386.01,1229.78,388,93,295,58,2025-11-19,Em Estoque,521,0.0422
SKU-04038,Cinto Clássico Preto,Acessórios,Cinto,FORN-039,12,203.59,338.72,266,25,241,11,2025-08-13,Em Estoque,448,0.4378
SKU-04039,Brinco Oversize Azul,Acessórios,Brinco,FORN-070,50,194.82,539.19,110,14,96,49,2025-07-25,Em Estoque,448,0.4332
SKU-04040,Moletom Luxo Azul,Moda,Moletom,FORN-039,13,100.15,198.0,764,35,729,69,2023-02-09,Em Estoque,448,0.206
SKU-04041,Óleo Corporal Delicado Preto,Beleza,Óleo Corporal,FORN-032,13,41.35,106.0,167,47,120,85,2023-09-11,Em Estoque,243,0.1068
SKU-04042,Sérum Facial Luxo Branco,Beleza,Sérum Facial,FORN-089,5,124.98,254.04,111,2,109,103,2023-10-18,Em Estoque,427,0.4102
SKU-04043,Camisa Social Luxo Vermelho,Moda,Camisa Social,FORN-090,5,40.84,99.91,492,103,389,138,2024-11-17,Em Estoque,448,0.1644
SKU-04044,Porta-Retrato Clássico Verde,Lifestyle,Porta-Retrato,FORN-024,59,187.14,455.89,239,42,197,103,2025-07-27,Em Estoque,448,0.1473
SKU-04045,Chapéu Clássico Dourado,Acessórios,Chapéu,FORN-064,10,28.76,73.76,74,11,63,43,2025-07-27,Em Estoque,448,0.3053
SKU-04046,Vestido Delicado Bege,Moda,Vestido,FORN-012,11,166.44,429.58,921,52,869,80,2025-09-15,Em Estoque,448,0.1446
SKU-04047,Garrafa Térmica Urban Verde,Lifestyle,Garrafa Térmica,FORN-059,12,190.77,372.51,90,8,82,22,2024-10-08,Em Estoque,448,0.3559
SKU-04048,Vestido Delicado Azul,Moda,Vestido,FORN-009,12,148.42,320.88,223,25,198,86,2024-08-21,Em Estoque,448,0.0321
SKU-04049,Luminária Oversize Prata,Lifestyle,Luminária,FORN-046,49,192.53,555.67,182,19,163,109,2025-10-03,Em Estoque,448,0.3188
SKU-04050,Blush Moderno Preto,Beleza,Blush,FORN-082,52,290.73,815.53,474,82,392,145,2023-05-22,Em Estoque,499,0.3191
SKU-04051,Camisa Social Exclusivo Azul,Moda,Camisa Social,FORN-053,13,197.64,352.42,21,0,21,91,2024-02-04,Estoque Crítico,448,0.4649
SKU-04052,Blusa de Tricô Oversize Branco,Moda,Blusa de Tricô,FORN-006,60,373.72,1080.26,640,143,497,143,2024-10-28,Em Estoque,448,0.0531
SKU-04053,Perfume Artesanal Preto,Beleza,Perfume,FORN-009,12,47.33,113.8,426,32,394,126,2023-02-24,Em Estoque,604,0.254
SKU-04054,Óleo Corporal Delicado Vermelho,Beleza,Óleo Corporal,FORN-022,53,90.72,201.81,191,40,151,27,2023-07-20,Em Estoque,190,0.1723
SKU-04055,Vestido Luxo Vermelho,Moda,Vestido,FORN-071,7,299.09,849.64,619,76,543,124,2023-10-24,Descontinuado,448,0.0664
SKU-04056,Saia Sport Branco,Moda,Saia,FORN-005,60,317.04,571.18,462,35,427,40,2023-04-26,Descontinuado,448,0.4909
SKU-04057,Lenço Artesanal Nude,Acessórios,Lenço,FORN-098,46,143.36,392.88,489,52,437,30,2024-03-25,Em Estoque,448,0.3688
SKU-04058,Creme Hidratante Luxo Vermelho,Beleza,Creme Hidratante,FORN-027,6,320.37,781.71,197,48,149,126,2023-11-03,Em Estoque,686,0.2677
SKU-04059,Brinco Premium Verde,Acessórios,Brinco,FORN-039,9,157.42,299.62,280,13,267,66,2023-03-12,Em Estoque,448,0.2222
SKU-04060,Chapéu Artesanal Dourado,Acessórios,Chapéu,FORN-025,9,332.77,658.07,333,2,331,97,2024-12-01,Em Estoque,448,0.4273
SKU-04061,Saia Básico Prata,Moda,Saia,FORN-088,11,282.89,737.75,961,56,905,58,2023-05-11,Em Estoque,448,0.4714
SKU-04062,Almofada Exclusivo Preto,Lifestyle,Almofada,FORN-100,59,335.65,956.49,419,105,314,122,2025-05-24,Em Estoque,448,0.3336
SKU-04063,Óleo Corporal Exclusivo Rosa,Beleza,Óleo Corporal,FORN-007,7,70.22,162.18,247,48,199,11,2023-02-18,Em Estoque,613,0.379
SKU-04064,Óculos de Sol Oversize Bege,Acessórios,Óculos de Sol,FORN-058,51,305.44,845.5,145,16,129,79,2024-02-23,Em Estoque,448,0.0201
SKU-04065,Creme Hidratante Urban Bege,Beleza,Creme Hidratante,FORN-009,5,343.28,1080.08,98,0,98,116,2023-12-09,Estoque Crítico,482,0.1008
SKU-04066,Difusor Premium Prata,Lifestyle,Difusor,FORN-033,50,146.04,438.21,177,17,160,57,2023-08-08,Em Estoque,448,0.3445
SKU-04067,Blush Clássico Rosa,Beleza,Blush,FORN-067,58,217.68,684.8,429,49,380,52,2023-06-28,Em Estoque,524,0.0141
SKU-04068,Óculos de Sol Sustentável Dourado,Acessórios,Óculos de Sol,FORN-034,57,263.08,424.01,117,33,84,75,2024-02-08,Em Estoque,448,0.4435
SKU-04069,Saia Urban Dourado,Moda,Saia,FORN-094,55,73.35,138.77,84,20,64,51,2025-01-02,Em Estoque,448,0.0071
SKU-04070,Top Slim Bege,Moda,Top,FORN-007,8,105.92,309.72,490,141,349,87,2024-04-12,Em Estoque,448,0.3971
SKU-04071,Blusa de Tricô Urban Vermelho,Moda,Blusa de Tricô,FORN-031,13,95.34,210.14,579,48,531,114,2024-09-13,Em Estoque,448,0.4602
SKU-04072,Kit Skincare Artesanal Dourado,Beleza,Kit Skincare,FORN-070,55,343.77,612.85,112,19,93,85,2024-12-11,Em Estoque,579,0.2495
SKU-04073,Blusa de Tricô Artesanal Rosa,Moda,Blusa de Tricô,FORN-020,51,53.72,141.59,537,27,510,111,2024-07-08,Em Estoque,448,0.1504
SKU-04074,Vela Aromática Artesanal Branco,Lifestyle,Vela Aromática,FORN-013,10,118.64,211.16,261,22,239,85,2025-08-15,Descontinuado,448,0.1788
SKU-04075,Cinto Artesanal Branco,Acessórios,Cinto,FORN-010,53,355.86,1106.64,219,47,172,79,2024-07-12,Em Estoque,448,0.0916
SKU-04076,Pochete Urban Rosa,Acessórios,Pochete,FORN-077,45,194.05,559.92,178,6,172,61,2025-04-09,Em Estoque,448,0.2072
SKU-04077,Garrafa Térmica Moderno Rosa,Lifestyle,Garrafa Térmica,FORN-086,14,143.58,424.03,55,10,45,146,2023-03-23,Estoque Crítico,448,0.4764
SKU-04078,Camiseta Artesanal Rosa,Moda,Camiseta,FORN-063,11,33.81,84.8,458,93,365,120,2023-03-09,Em Estoque,448,0.2745
SKU-04079,Shorts Slim Branco,Moda,Shorts,FORN-040,11,204.59,517.21,393,94,299,62,2025-10-05,Em Estoque,448,0.0833
SKU-04080,Condicionador Slim Nude,Beleza,Condicionador,FORN-029,60,383.16,1075.02,327,83,244,50,2025-01-17,Em Estoque,262,0.3512
SKU-04081,Planta Artificial Edição Limitada Dourado,Lifestyle,Planta Artificial,FORN-089,9,356.59,720.94,419,57,362,144,2024-09-15,Em Estoque,448,0.0026
SKU-04082,Calça Jeans Básico Vermelho,Moda,Calça Jeans,FORN-079,9,115.39,205.79,561,100,461,137,2025-02-17,Em Estoque,448,0.234
SKU-04083,Calça Jeans Oversize Azul,Moda,Calça Jeans,FORN-093,14,231.32,541.22,21,2,19,29,2025-02-19,Estoque Crítico,448,0.4032
SKU-04084,Espelho de Mesa Slim Nude,Lifestyle,Espelho de Mesa,FORN-069,15,140.98,403.43,433,31,402,133,2024-03-13,Em Estoque,448,0.0664
SKU-04085,Colar Premium Rosa,Acessórios,Colar,FORN-046,47,394.46,1157.93,268,42,226,138,2025-11-25,Em Estoque,448,0.3252
SKU-04086,Calça Jeans Premium Azul,Moda,Calça Jeans,FORN-045,12,279.73,547.72,89,3,86,19,2023-05-21,Em Estoque,448,0.4645
SKU-04087,Camiseta Luxo Branco,Moda,Camiseta,FORN-020,56,118.63,314.09,588,163,425,127,2023-07-25,Em Estoque,448,0.051
SKU-04088,Regata Básico Preto,Moda,Regata,FORN-071,11,186.23,548.48,274,16,258,101,2025-08-20,Descontinuado,448,0.1072
SKU-04089,Camiseta Luxo Vermelho,Moda,Camiseta,FORN-035,7,303.33,741.7,227,64,163,81,2025-09-16,Em Estoque,448,0.3119
SKU-04090,Legging Delicado Vermelho,Moda,Legging,FORN-037,13,283.71,582.15,643,72,571,107,2023-06-20,Em Estoque,448,0.1029
SKU-04091,Sombra Edição Limitada Bege,Beleza,Sombra,FORN-060,7,105.81,192.87,138,13,125,107,2023-02-08,Em Estoque,710,0.3979
SKU-04092,Sérum Facial Sport Verde,Beleza,Sérum Facial,FORN-061,48,360.24,825.64,428,71,357,137,2025-06-10,Em Estoque,233,0.2848
SKU-04093,Calça Jeans Slim Vermelho,Moda,Calça Jeans,FORN-074,53,215.49,684.04,524,90,434,113,2025-01-04,Em Estoque,448,0.2119
SKU-04094,Moletom Sustentável Dourado,Moda,Moletom,FORN-068,14,146.52,406.34,314,43,271,65,2025-04-02,Em Estoque,448,0.196
SKU-04095,Camisa Social Artesanal Nude,Moda,Camisa Social,FORN-027,7,163.67,267.53,554,101,453,38,2025-06-24,Em Estoque,448,0.3214
SKU-04096,Óculos de Sol Luxo Azul,Acessórios,Óculos de Sol,FORN-051,13,95.89,266.42,4,0,4,125,2023-08-03,Estoque Crítico,448,0.2754
SKU-04097,Regata Premium Dourado,Moda,Regata,FORN-037,11,317.51,858.68,40,6,34,96,2024-06-13,Estoque Crítico,448,0.1594
SKU-04098,Sombra Edição Limitada Azul,Beleza,Sombra,FORN-051,8,390.63,969.94,386,14,372,63,2025-03-26,Em Estoque,323,0.4424
SKU-04099,Camiseta Slim Bege,Moda,Camiseta,FORN-013,5,107.75,274.89,584,47,537,17,2024-11-18,Em Estoque,448,0.4691
SKU-04100,Kit Chá Sport Preto,Lifestyle,Kit Chá,FORN-097,6,86.28,165.78,395,57,338,65,2025-08-21,Em Estoque,448,0.3686
SKU-04101,Base Líquida Clássico Nude,Beleza,Base Líquida,FORN-017,49,255.25,771.06,34,3,31,63,2024-01-24,Estoque Crítico,665,0.4413
SKU-04102,Relógio de Parede Exclusivo Verde,Lifestyle,Relógio de Parede,FORN-007,12,288.24,738.78,40,1,39,67,2025-03-18,Estoque Crítico,448,0.0681
SKU-04103,Mochila Artesanal Vermelho,Acessórios,Mochila,FORN-096,9,256.82,635.28,75,13,62,67,2023-04-18,Estoque Crítico,448,0.0079
SKU-04104,Top Moderno Azul,Moda,Top,FORN-072,8,335.63,1029.89,767,196,571,60,2025-07-03,Em Estoque,448,0.4711
SKU-04105,Top Edição Limitada Branco,Moda,Top,FORN-078,9,356.38,1076.98,1085,163,922,147,2023-09-04,Em Estoque,448,0.0068
SKU-04106,Espelho de Mesa Artesanal Rosa,Lifestyle,Espelho de Mesa,FORN-085,49,323.52,980.27,296,23,273,52,2023-02-24,Em Estoque,448,0.3719
SKU-04107,Óleo Corporal Sport Prata,Beleza,Óleo Corporal,FORN-075,51,264.81,486.06,32,0,32,142,2025-02-01,Estoque Crítico,415,0.0748
SKU-04108,Relógio de Parede Luxo Dourado,Lifestyle,Relógio de Parede,FORN-039,12,217.16,625.74,46,9,37,89,2024-02-01,Estoque Crítico,448,0.255
SKU-04109,Creme Hidratante Delicado Rosa,Beleza,Creme Hidratante,FORN-033,49,148.93,354.04,70,8,62,86,2023-08-17,Estoque Crítico,449,0.2383
SKU-04110,Máscara de Cílios Moderno Nude,Beleza,Máscara de Cílios,FORN-017,51,51.01,130.83,191,28,163,27,2025-02-01,Em Estoque,635,0.3849
SKU-04111,Porta-Retrato Moderno Rosa,Lifestyle,Porta-Retrato,FORN-012,5,274.41,818.87,435,77,358,46,2024-01-11,Em Estoque,448,0.1956
SKU-04112,Moletom Delicado Bege,Moda,Moletom,FORN-055,54,127.01,216.68,561,119,442,120,2025-09-20,Em Estoque,448,0.3452
SKU-04113,Cinto Exclusivo Dourado,Acessórios,Cinto,FORN-090,7,233.94,530.4,370,111,259,15,2024-03-25,Em Estoque,448,0.1841
SKU-04114,Relógio de Parede Básico Preto,Lifestyle,Relógio de Parede,FORN-012,9,44.08,121.48,269,19,250,98,2025-11-06,Em Estoque,448,0.1941
SKU-04115,Saia Edição Limitada Prata,Moda,Saia,FORN-021,55,360.52,761.41,155,32,123,141,2023-01-10,Estoque Crítico,448,0.3048
SKU-04116,Sérum Facial Luxo Verde,Beleza,Sérum Facial,FORN-036,11,234.28,514.81,22,4,18,86,2025-11-19,Estoque Crítico,522,0.3294
SKU-04117,Legging Premium Rosa,Moda,Legging,FORN-017,46,308.69,730.67,22,6,16,122,2025-09-27,Estoque Crítico,448,0.2212
SKU-04118,Mochila Moderno Bege,Acessórios,Mochila,FORN-022,53,132.31,261.01,347,24,323,92,2025-11-02,Em Estoque,448,0.342
SKU-04119,Jaqueta Sustentável Dourado,Moda,Jaqueta,FORN-002,5,73.94,215.95,325,25,300,94,2023-07-06,Em Estoque,448,0.3349
